post_id,permalink,post_message,type,date_posted,lifetime_post_total_reach,lifetime_post_total_impressions,lifetime_engaged_users,lifetime_post_impressions_who_liked
102088165248724_124962092961331,https://www.facebook.com/sugboanongsimbahan/posts/124962092961331,"REST EASY, BISHOP PALANG | The Roman Catholic Archdiocese of Cebu mourns the loss of another one of her faithful sons, the Most Rev. Antonio Pepito Palang, SVD, D.D  He was born on 13 June 1946, a native of Consolacion, Cebu, and was ordained a Priest for the Society of the Divine Word by Bishop Federico Limon, SVD on 8 July 1972, at the Divine Word Seminary in Tagaytay City.   On 25 March 2002, Pope John Paul II appointed him as the Apostolic Vicar of San Jose. He received his Episcopal Consecration on 31 May 2002 from Archbishop Antonio Franco, who was the Apostolic Nuncio to the Philippines during that time. He held his post as Apostolic Vicar up until his resignation on 17 March 2018.   He drew his last breath on the afternoon of 21 April 2021.  Rest easy, Excellency! May Christ, who called you, take you to himself; and may the angels lead you to the bosom of Abraham.  #SugboanongSimbahan",Photo,4/21/21 3:33 AM,51572,54238,5803,6771
102088165248724_124850192972521,https://www.facebook.com/sugboanongsimbahan/posts/124850192972521,"PALANDONG | The Daily Gospel Reflection   ""Si Kristo ang Kinabuhi"" Gospel from John 6:35-40 Wednesday, 3rd Week of Easter April 21, 2021  By Rev. Fr. Erik Orio  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/20/21 10:15 PM,3423,3651,238,1404
102088165248724_124765959647611,https://www.facebook.com/sugboanongsimbahan/posts/124765959647611,"REST IN PEACE, BISHOP PAT | The Roman Catholic Archdiocese of Cebu is one with the Diocese of Mati in mourning the loss of Bishop Patricio Alo, D.D., S.Th.D.   He was born in Cebu City on 2 December 1939, and was ordained a Priest for the Archdiocese of Cebu by then Archbishop (later Cardinal) Julio Rosales on 14 March 1964.   On 14 April 1981, he was appointed as Auxiliary Bishop to the Archdiocese of Davao, and a few months later on 7 June 1981, he received his Episcopal Consecration from the newly elevated Julio Cardinal Rosales. He was then appointed by Pope John Paul II on 9 November 1984 as the First Bishop of the Diocese of Mati, holding this post until his resignation on 19 October 2014.   He passed away on 13 April 2021, and was laid to rest on 19 April 2021.  Well done, faithful servant! May the choirs of angels welcome you, where you may finally see the Glory of Him whom you have served faithfully all these years.  #SugboanongSimbahan",Photo,4/20/21 6:14 PM,28058,28764,2917,5673
102088165248724_124634482994092,https://www.facebook.com/sugboanongsimbahan/posts/124634482994092,"PALANDONG | The Daily Gospel Reflection   ""Ang Pan sa Kinabuhi"" Gospel from John 6:30-35 Tuesday, 3rd Week of Easter April 20, 2021  By Rev. Fr. Erik Orio  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/20/21 12:23 PM,2090,2119,191,1522
102088165248724_124314366359437,https://www.facebook.com/sugboanongsimbahan/posts/124314366359437,"RCAC UPDATES | BARANGAY PAMUTAN RECEIVES BAGS OF HOPE  Five Loaves Two Fishes Inc. (FLTF, Inc.) & Archdiocese of Cebu started the first leg of “Gifted to Give – Bags of Hope” initiative last April 18, 2021 at Barangay Pamutan, Cebu City. A mountain barangay, Pamutan is under the jurisdiction of Mary Help of All Christians Parish – Buhisan.  A program was held where a short talk was given to the recipients about the importance of the 500 Years of Christianity in the Philippines celebration. Fr. Mhar Balili, the parish priest, stressed out the challenge of the 500 YOC celebration: Gifted to Give. “We are called to share the blessings that we receive to others,” he said. “All our gifts come from God.”  Afterwards, 100 residents received the Bags of Hope and Quincentennial Crosses.  One of the major sponsors for this distribution is Mr. Eric Mendoza, the first COVID positive from Mandaue City and a COVID survivor. He shared his blessings with others in thanksgiving for the healing he received. “This [donation] is a form of thanksgiving for the gift of life that I received from God,” he said in his message for the recipients. “We cannot doubt what God has plans for us. For He has greater plans. I felt gifted to give today. I am very thankful for the opportunity to share my blessings to others.”  The distribution was conducted by volunteers blessed by Archbishop Jose Palma during the send-off Mass on the morning of the same day, for the safety of the volunteers and the success of the project.  #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/20/21 12:18 AM,8465,9873,581,5673
102088165248724_124177309706476,https://www.facebook.com/sugboanongsimbahan/posts/124177309706476,"PALANDONG | The Daily Gospel Reflection   ""Eternal Food"" Gospel from John 6:22-29 Monday, 3rd Week of Easter April 19, 2021  By Rev. Fr. Erik Orio  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/19/21 7:45 PM,1380,1445,108,1062
102088165248724_123821766408697,https://www.facebook.com/sugboanongsimbahan/posts/123821766408697,"RCAC UPDATES | Cebu Archbishop Jose S. Palma presides over the Holy Mass and leads the Blessing and Groundbreaking Ceremony for the redevelopment of Patria de Cebu, P. Burgos St., Cebu City (19 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/19/21 4:29 AM,8611,10382,773,6036
102088165248724_123165916474282,https://www.facebook.com/sugboanongsimbahan/posts/123165916474282,"""The 9 years of preparation are part of the preparation for 500 YoC. Today, I hope and pray we will always remember the blessing of the Lord to us despite COVID. We do not always broadcast [what we are doing] and bring the livestream report to [various activities] so that others may see but all of these - the bags of hope, the distribution of hundreds of sacks of rice, food, vegetables, vitamins - these are all part of both formation and expression of our 500 Years of Christianity celebrations. We remember that. We see this again because after basically the emphasis on formation and celebration, now the important challenge for us is legacy. When we celebrate the jubilee, whether it be archdiocesan or parish jubilees, the emphasis is what legacy do we leave? What legacy do we give? So that people who might have wanted to come for the celebration and the events and could not come, may also feel that they have participated and that they have also profited from 500 YoC.""  - Cebu Archbishop Jose S. Palma on his homily during the Launching of Bags of Hope and Quincentennial Crosses on this Third Sunday of Easter (18 April 2021)  #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/17/21 9:27 PM,4203,4347,245,2999
102088165248724_123106426480231,https://www.facebook.com/sugboanongsimbahan/posts/123106426480231,"ATM | Cebu Archbishop Jose S. Palma presides over the launching of Bags of Hope and Quincentennial Crosses on this Third Sunday of Easter at the St. Joseph Chapel, Archbishop's Residence Compound, D. Jakosalem, Cebu City.  #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/17/21 7:06 PM,7308,9075,638,5620
102088165248724_509843603527831,https://www.facebook.com/sugboanongsimbahan/videos/509843603527831/,"LIVE | Launching of BAGS OF HOPE with Cebu Archbishop Jose S. Palma (Presider and Preacher), spearheaded by Five Loaves & Two Fish Cebu.  The first leg of Bags of Hope distribution will immediately follow at Barangay Pamutan, Cebu City.   Due to venue limitations and to ensure that health protocols will be implemented, this event is by invitation only. The mass will be streamed live here in our Facebook page for those who cannot join us physically.  We ask for your understanding and continued support. #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu #FLTFCebu",Video,4/17/21 6:20 PM,1307,1392,187,634
102088165248724_977625736374734,https://www.facebook.com/sugboanongsimbahan/videos/977625736374734/,THE GIFT OF REMEMBERING | Cebu Archbishop Jose S. Palma shares his reflections on the 3rd Sunday of Easter. #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu,Video,4/17/21 3:00 PM,11349,12192,863,3548
102088165248724_122814756509398,https://www.facebook.com/sugboanongsimbahan/posts/122814756509398,THE GIFT OF REMEMBERING | Cebu Archbishop Jose S. Palma shares his reflections on the 3rd Sunday of Easter. #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu,Status,4/17/21 6:21 AM,1808,1856,61,1337
102088165248724_122799983177542,https://www.facebook.com/sugboanongsimbahan/posts/122799983177542,"CONGRATULATIONS to the Commission on Social Advocacies - COSA, Archdiocese of Cebu!   Let us continue to be missionary disciples by ""transforming social realities with the power kf the Gospel."" (Compendium of the Social Doctrine of the Church)  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/17/21 5:48 AM,2823,2933,85,2320
102088165248724_122721849852022,https://www.facebook.com/sugboanongsimbahan/posts/122721849852022,"500 YOC Cebu Updates: The 500 YOC is never just a celebration of purely liturgy and cultural presentations. It is also a Call to concretize the Theme: GIFTED TO GIVE. Hence, the following are some of the initiatives done in line with the 500 YOC celebrations in the Archdiocese of Cebu.   What about you? Is there anything you can share and give?  #GiftedToGiveCebu #500YoCCebu #SugboanongSimbahan",Photo,4/17/21 2:12 AM,2780,3599,104,2633
102088165248724_122690486521825,https://www.facebook.com/sugboanongsimbahan/posts/122690486521825,Let us continue to become missionary disciples as WE ARE GIFTED TO GIVE! #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu,Photo,4/17/21 12:38 AM,3982,4079,173,3258
102088165248724_122602093197331,https://www.facebook.com/sugboanongsimbahan/posts/122602093197331,"""Kita tanan dili mahatagan og higayon o mamahimong bahin sa mga dagkong buluhaton. Pero we can become saints by doing simple things - matag adlaw sa atong kinabuhi, diha sa atong pamilya, opisina, bisan asa kita, as long as ang atong buhat magpakita sa atong pagtuo, magpakita sa gugma - bisan ginagmay, basta kinasingkasing - paghatag og himaya ngadto sa Dios.""  - Cebu Archbishop Jose S. Palma on his homily during the Fiesta Pontifical Mass in honor of San Vicente Ferrer at San Vicente Ferrer Parish, Liloan, Cebu (17 April 2021)   #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/16/21 8:22 PM,34637,37157,2538,4415
102088165248724_122595716531302,https://www.facebook.com/sugboanongsimbahan/posts/122595716531302,"""If we eat for our physical nourishment, prayer is our spiritual nourishment. Dili pwede walay prayer. It is an important part in our journey sa langit. Kay kining pag-ampo maoy bunga ug maoy magpatubo sa atong pagtuo.""   - Cebu Archbishop Jose S. Palma on his homily during the Fiesta Pontifical Mass in honor of San Vicente Ferrer at San Vicente Ferrer Parish, Liloan, Cebu (17 April 2021)   #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/16/21 8:05 PM,7501,7976,504,3492
102088165248724_122586906532183,https://www.facebook.com/sugboanongsimbahan/posts/122586906532183,"ATM | Cebu Archbishop Jose S. Palma presides over the Fiesta Pontifical Mass in honor of San Vicente Ferrer at San Vicente Ferrer Parish, Liloan, Cebu.   #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/16/21 7:45 PM,19884,21579,2068,6736
102088165248724_122508886539985,https://www.facebook.com/sugboanongsimbahan/posts/122508886539985,"ONE AMONG THE MANY | As we may know, ""faith without good works is dead."" (James 2:20)  One of the concrete expressions of this verse in celebration of the 500YoC is this year-long project of our Commission on Youth, PWD Ministry and other charity partners.  Let us cooperate in the districts, vicars, and parishes by looking for candidates in need of these devices.  #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Photo,4/16/21 4:03 PM,4425,4529,185,2852
102088165248724_122419796548894,https://www.facebook.com/sugboanongsimbahan/posts/122419796548894,"PALANDONG | The Daily Gospel Reflection   ""With Jesus, we can be at peace"" Gospel from John 6:16-21 Saturday, 2nd Week of Easter April 17, 2021  By Rev. Fr. Junray Rayna  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/16/21 3:00 PM,1575,1757,81,960
102088165248724_122160899908117,https://www.facebook.com/sugboanongsimbahan/posts/122160899908117,"#PilgrimageUpdates - 16 APRIL 2021 | The faithful devotees and parishioners of the Parroquia de la Immaculada Conception in Oslob, Cebu  welcome the 2021 JUBILEE CROSS and the Pilgrim Image of Sñr. Sto. Niño de Cebu with their First Communion Mass for young parishioners.   This afternoon the Pilgrimage will proceed to San Gabriel Parish, Santander, Cebu. #SugboanongSimbahan #500YoCCebu #GiftedToGive",Photo,4/16/21 1:30 AM,8435,9869,580,5159
102088165248724_3845525985555335,https://www.facebook.com/sugboanongsimbahan/videos/3845525985555335/,"IN CASE YOU MISSED IT | Here's some snippets during the 500th Commemoration of the First Baptisms in the Archdiocese of Cebu with the following events last April 14, 2021:  I. Re-enactment of the First Baptism II. Pontifical Mass of the Commemoration of the 500 years of Christianity - Presider: His Excellency Archbishop Charles J. Brown, Apostolic Nuncio to the Philippines III. Declaration of the Basilica del Sto. Nino as National Culture Treasure IV. Credo in Unum Deum | A Cultural Show  #SugboanongSimbahan  #500YoCCebu  #GiftedtoGiveCebu",Video,4/15/21 5:01 PM,7037,7922,529,2290
102088165248724_121502966640577,https://www.facebook.com/sugboanongsimbahan/posts/121502966640577,"PALANDONG | The Daily Gospel Reflection   ""Come to Jesus when you are empty"" Gospel from John 6:1-15 Friday, 2nd Week of Easter April 16, 2021  By Rev. Fr. Junray Rayna  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/15/21 3:00 PM,2411,2773,111,1457
102088165248724_121788899945317,https://www.facebook.com/sugboanongsimbahan/posts/121788899945317,"IN CASE YOU MISSED IT | Here's some snippets during the 500th Commemoration of the First Baptisms in the Archdiocese of Cebu with the following events:  I. Re-enactment of the First Baptism II. Pontifical Mass of the Commemoration of the 500 years of Christianity - Presider: His Excellency Archbishop Charles J. Brown, Apostolic Nuncio to the Philippines III. Declaration of the Basilica del Sto. Nino as National Culture Treasure IV. Credo in Unum Deum | A Cultural Show  #SugboanongSimbahan  #500YoCCebu  #GiftedtoGiveCebu",Status,4/15/21 10:05 AM,1679,1705,32,1165
102088165248724_121660803291460,https://www.facebook.com/sugboanongsimbahan/posts/121660803291460,"LOOK: Cebu Archbishop Jose S. Palma waves his hand while singing the ""Batobalani sa Gugma"" during the blessing of the Cebu-Cordova Link Expressway crosses.  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/15/21 5:25 AM,95098,100795,10996,9091
102088165248724_121640706626803,https://www.facebook.com/sugboanongsimbahan/posts/121640706626803,JUST IN | Cebu Archbishop Jose S. Palma blesses eight (8) CROSSES OF CCLEX BRIDGE to commemorate the 500th Year Anniversary of the Arrival of Christianity in the Philippines and the First Baptism in Cebu.  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu,Photo,4/15/21 4:38 AM,40873,45186,4046,8999
102088165248724_121603466630527,https://www.facebook.com/sugboanongsimbahan/posts/121603466630527,"Follow LIVE | Cebu Archbishop Jose S. Palma is scheduled to bless the CROSSES OF CCLEX at 6PM today, 15 April 2021—one day after the 500th Year Anniversary of the Arrival of Christianity in the Philippines and of the First Baptism in Cebu.   #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",SharedVideo,4/15/21 3:00 AM,2835,2858,319,1988
102088165248724_121599576630916,https://www.facebook.com/sugboanongsimbahan/posts/121599576630916,"READ | Here's the FULL TEXT of the Homily of the Apostolic Nuncio to the Philippines, Archbishop Charles J. Brown, on the occasion of the 500th Year Anniversary of the Arrival of Christianity in the Philippines and Commemoration of the First Baptism in Cebu:  . . . . . .  ""It is indeed a great joy and an immense privilege for me as your Apostolic Nuncio to be here with all of you today in Cebu to commemorate the First Baptism and the Gifting of the image of the Santo Niño to Queen Juana, which took place 500 years ago today on April 14, 1521. I am profoundly grateful to His Excellency, the Most Reverend Archbishop José Palma, for having invited me to be the celebrant and preacher at this Mass on this historic occasion here in the Archdiocese of Cebu. I want to greet the concelebrating Bishops and priests, and in a special way His Eminence Cardinal Quevedo.  ""As we know, Ferdinand Magellan and his crew had reached the Philippines on March 16, 1521, landing on the then uninhabited island of Homonhon. There they collected food and water before moving on to Limasawa, where they arrived on Easter Sunday, March 31, 1521 and celebrated Holy Mass. From Limasawa, they came here to Cebu, arriving about a week later, and here the Cebu chieftain Rajah Humabon and his queen Hara Humamay were baptized, along with hundreds of their subjects, the chieftain and his queen becoming Carlos and Juana of Cebu. They were baptized by the chaplain of Magellan’s expedition, Father Pedro de Valderrama. And Magellan’s chronicler, the Venetian, Antonio Pigafetta, gave the statue of the Santo Niño to Queen Juana as a baptism gift.  ""Five hundred years ago today, the first baptisms in the Philippines, here in Cebu – we can point to that moment as the beginning of the evangelization of the Philippine Islands, the arrival of the light of Christ, the arrival of the Gospel of salvation in these islands.  ""As we heard in the first reading from the prophet Isaiah, “I will sprinkle clean water upon you to cleanse you from all your impurities, and from all your idols I will cleanse you. I will give you a new heart and place a new spirit within you, taking from your bodies your stony hearts and giving you natural hearts. I will put my spirit within you and make you live by my statutes, careful to observe my decrees”. This new spirit is the Holy Spirit; it is the breath of Jesus, the life of Jesus, which he breathed upon his apostles in the Gospel that we heard last Sunday on Divine Mercy Sunday.  ""And how beautiful it is that today we celebrate what happened 500 years ago by doing exactly the same thing that Father Pedro de Valderrama did. We will baptize; we will give rebirth in the Spirit to these seven children, by means of the water of Baptism; we will give them the light of Christ.  ""When we reflect on what happened here 500 years ago, we cannot fail to notice that Christianity arrived in the Philippines by means of a European expedition, motivated primarily by commercial and national interests. Spain sought a new route to the famous “Spice Islands” in the Moluccas. But we should not forget that Magellan’s crew was very international and, in fact, it was not exclusively European – even if Europeans made up its vast majority. In addition to the numerous Spaniards and Portuguese, there were men from Greece, Germany, Italy, Sicily, France, Malaysia, North Africa, Flanders, Holland and even Ireland.  ""So the arrival of Magellan’s boats certainly signifies the arrival of Europeans in the Philippine Islands for the first time. But as we reflect on the fact that it was a European expedition that brought the Catholic faith to the Philippines, we are confronted with a paradox. And the paradox is this: that Christianity is a faith that began in Asia and then spread throughout the world, into large parts of Asia, North Africa and Europe. The first nation to become Christian was in Asia: Armenia, at the beginning of the fourth century. Then in 1521, in God’s providence, it was through Europe that the Catholic Faith arrived in this part of Asia, in the islands of the Philippines. The Asian roots of Christianity were emphasized by Saint John Paul II in his Apostolic Exhortation published in 1999 Ecclesia in Asia, in which Saint John Paul wrote the following words: “The history of the Church in Asia is as old as the Church herself, for it was in Asia that Jesus breathed the Holy Spirit upon his disciples and sent them to the ends of the earth to proclaim the Good News and gather communities of believers” (par. 9). So, we have this paradox of the arrival of the Christian faith here in the Philippines: that the Faith which itself was born in Asia was then brought here first by means of European explorers, adventurers and colonizers, who were accompanied by missionaries.  ""And, as Saint John Paul II went on to say in that same document, it “was inevitable that the proclamation of the Gospel by Western missionaries would be influenced by the cultures from which they came” (par. 20). That should not surprise us. At the outset of the missionary proclamation of salvation, the outward forms of that proclamation would reflect the Catholic culture of the missionaries themselves. But what is beautiful about Philippine Catholicism and what we celebrate today is the fact that in these five centuries, the Catholic faith has entered deeply into Filipino culture and produced a distinctively Filipino expression of the unchanging and universal truth of the Catholic faith. We see the results of that process in countless elements of Filipino Catholicism; for example, in Simbang Gabi Masses. Today, in a special way, we see that process in our devotion to the Santo Niño. As Pope Francis recently commented in his video message to you for the 500th Anniversary of the first preaching of the Gospel in the Philippines: “The tender love of the Santo Niño […] is a symbol of the arrival of Christianity in your archipelago.” Yes, devotion to the Holy Child Jesus, to the Infant of Prague, began in Europe, and then came to the Philippines, where it has been transformed into a typically Filipino devotion, so beautifully evident in your annual Sinulog-Santo Niño Festival here in Cebu.  ""And today, 500 years after Queen Juana embraced the Child Jesus and was baptized and danced with beautiful joy, the same Catholic faith is being carried throughout the world by Filipino Catholics, not as colonizers, but in many cases as Overseas Filipino Workers, bringing with them their Catholic faith and their devotion to the Santo Niño to every corner of the world.  ""In 1521, the Catholic faith came to the Philippines by means of an expedition sent by Spain; in 2021, the Apostolic Nuncio sent to Spain by the Holy Father Pope Francis has come from the Philippines, Archbishop Bernardito Ausa. What a wonderful gift!  ""So, the faith that began in Asia was transported to this part of Asia by Europeans and now is being re-transported back to Europe and other places around the world by Filipinos. And what do we see in this? We see the universality of the Catholic faith. The Catholic faith cannot be identified with any single culture; it is rather the life-giving truth of God that can be embraced by any culture and, with time, will transform that culture so that – as here in the Philippines – that culture will give its own particular expression to the Catholic faith.  ""Now, of course, none of us can pretend that in 500 years of Christianity in the Philippines there haven’t been difficulties and contradictions – even attitudes and mentalities which at times did not reflect the message of Jesus. That is true of the Church as a whole, and it is true of the Church in the Philippines. There is light and darkness. But what we celebrate today is the light.  ""The beautiful light of Christ which shone in the heart of Queen Juana as she danced, the beautiful light of Christ which will soon shine in the children who will be baptized today, and which will be expressed by the lighted candle that their godparents will receive, as I say to the newly-baptized children: “You have been enlightened by Christ. Walk always as children of the light and keep the flame of faith alive in your hearts. When the Lord comes, may you go out to meet him with all the saints in the heavenly kingdom.” This is an aspiration that the Philippine nation, and all of us here today, can make our own on this historic day. Five hundred years ago today the Philippines was enlightened by Christ. Let us continue to walk always as children of the light, keeping the flame of faith alive in our hearts so that, when the Lord comes to call each of us, we may go out to meet him and enter into life with all the saints in the heavenly kingdom.  ""Let us turn to Our Lady, affectionately known here in Cebu as Inahang Maria, she who, together with Saint Joseph, whose year we are celebrating, took care of the Santo Niño in their humble home in Nazareth. As Pope Francis said in his video message to the Philippine nation, the Santo Niño reminds us “of the hidden life of the Holy Family in Nazareth. Mary and Joseph raised the Child Jesus with love. By opening the doors of your families to the Holy Child, you too will be able to transmit to your children the faith that you received from your parents. Thank you [Pope Francis said] for that deep sense of family, community and fraternity that keeps you firm in faith, joyful in hope and attentive in charity.” So, my dear brothers and sisters, let us ask the Holy Family – Jesus, Mary and Joseph – to bless, protect and inspire all Filipino families, especially in this difficult time of the covid pandemic. And let us recommit ourselves today to our own baptismal calling so that we will be witnesses to the light of Christ not only here in the Philippines, but indeed throughout the entire world.  ""May God bless you! Happy Five Hundredth Anniversary!""  - ARCHBISHOP CHARLES J. BROWN, DD Apostolic Nuncio to the Philippines  Credits: CBCP News",Link,4/15/21 2:50 AM,3028,3028,206,2224
102088165248724_121585693298971,https://www.facebook.com/sugboanongsimbahan/posts/121585693298971,"ATM | Despite the rainy weather, Cebu Archbishop Jose S. Palma is scheduled to bless the CROSSES OF CCLEX at 6PM today, 15 April 2021—one day after the 500th Year Anniversary of the Arrival of Christianity in the Philippines and of the First Baptism in Cebu.   #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/15/21 2:10 AM,19940,20812,1897,5283
102088165248724_121497539974453,https://www.facebook.com/sugboanongsimbahan/posts/121497539974453,PHOTO HIGHLIGHTS | Moments before Papal Nuncio Most Rev. Charles Brown leaves for Manila.  #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu,Photo,4/14/21 10:10 PM,17699,19740,1895,7088
102088165248724_121424809981726,https://www.facebook.com/sugboanongsimbahan/posts/121424809981726,"THE NEW EBANGHELARYO IS OUT NOW!  Translated into Cebuano, this Gospel Book is a special commemorative issue for the 500 Years of Christianity in the Philippines for Cebuano-speaking arch/dioceses.   We thank all the translators from around the Metropolitan Archdiocese (San Pedro Calungsod Bible Translation Commission), headed by Fr. Carmelo Victor O. Diola, for this wonderful gift we receive today.  For orders and other inquiries, please contact Ms. Lucille thru 0923 855 4720 or 0917 911 0865.  #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu ?? Fr. Carmelo Victor O. Diola (Dilaab)",Photo,4/14/21 6:46 PM,10590,11079,647,5377
102088165248724_121392746651599,https://www.facebook.com/sugboanongsimbahan/posts/121392746651599,"POPE FRANCIS SPEAKS | On behalf of the Holy Father, the Apostolic Nuncio to the Philippines, Most Rev. Charles Brown, extends his greetings and felicitations to the Cebuanos before he leaves Cebu.   This year, as we celebrate the 500 years of Christianity, this may be a year filled with grace and conversion.   Happy year-long celebration!   #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu",Video,4/14/21 5:17 PM,14711,16739,1347,4469
102088165248724_121369473320593,https://www.facebook.com/sugboanongsimbahan/posts/121369473320593,"PALANDONG | The Daily Gospel Reflection   ""To testify to the truth with Joy"" Gospel from John 3:31-36 Thursday, 2nd Week of Easter April 15, 2021  By Rev. Fr. Junray Rayna  Do not forget to SUBSCRIBE IN YOUTUBE https://www.youtube.com/channel/UCJzgBBaaEtMKnCNQxCiRNSw  LIKE & FOLLOW US ON THE MEDIA PLATFORMS Facebook: https://www.facebook.com/sugboanongsimbahan Twitter: https://twitter.com/sugbosimbahan Instagram: https://www.instagram.com/sugboanongsimbahan  #SugboanongSimbahan??  #RCACNowOnline??  #500YoCCebu??  #GiftedToGiveCebu",Video,4/14/21 4:08 PM,2685,3148,107,1714
102088165248724_121127750011432,https://www.facebook.com/sugboanongsimbahan/posts/121127750011432,ATM | Credo in Unum Deum - Cultural show at the Pilgrim Center of Basilica Minore del Sto. Niño de Cebu.   WATCH: https://www.facebook.com/sugboanongsimbahan/videos/1577235095800721/  #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu,Photo,4/14/21 6:14 AM,7093,7457,520,3561
102088165248724_208461547746938,https://www.facebook.com/sugboanongsimbahan/videos/208461547746938/,LIVE | Credo in Unum Deum - Cultural Show (500 Years of Christianity - Archdiocese of Cebu) Basilica Minore del Sto. Nino de Cebu Pilgrim Center 14 April 2021 #SugboanongSimbahan #500YoCCebu #GiftedtoGiveCebu,Video,4/14/21 5:19 AM,135,135,20,109
102088165248724_1577235095800721,https://www.facebook.com/sugboanongsimbahan/videos/1577235095800721/,LIVE | Credo in Unum Deum - Cultural Show (500 Years of Christianity - Archdiocese of Cebu)  Basilica Minore del Sto. Nino de Cebu Pilgrim Center 14 April 2021  #SugboanongSimbahan #500YoCCebu  #GiftedtoGiveCebu,Video,4/14/21 5:13 AM,26967,28508,3006,3293
102088165248724_121093856681488,https://www.facebook.com/sugboanongsimbahan/posts/121093856681488,"PHOTO HIGHLIGHTS | Aside from the Thanksgiving Mass in commemoration of the 500 Years of Christianity in the Philippines, today also (14 April 2021), the Basilica Minore Del Santo Niño De Cebu receives its fourth marker from the National Museum of the Philippines.   Along with the Pavilion of the Magellan's Cross, @BMSNCebu is now declared a NATIONAL CULTURAL TREASURE.   #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu",Photo,4/14/21 5:11 AM,15286,16748,1606,5522
102088165248724_121071353350405,https://www.facebook.com/sugboanongsimbahan/posts/121071353350405,"ATM | On the occasion of the 500 Years of Christianity in the Philippine and in pursuant to Museum Declaration No. 55-2020, our very own Basilica Minore Del Santo Niño De Cebu is declared a National Cultural Treasure along with the Pavilion of the Magellan’s Cross.  This is now the fourth marker installed within the Basilica Minore del Sto. Nino de Cebu.   #SugboanongSimbahan #500YoCCebu #GiftedToGiveCebu #BMSNCebu #StoNinoAt500",Photo,4/14/21 4:23 AM,28668,29529,1808,5279
